no,type,code,name,parent_code,threshold,unit
0,,V-0001,VERNON STORE,,0,
0,,S-0001,SUPPLIER,,0,
1,FIXED GOODS,S-GRECH-RAJA3000,GRECH Amphibious Eco Pump RAJA-3000,S-0001,0,PC
2,FIXED GOODS,S-GRECH-RAJA3600,GRECH Amphibious Eco Pump RAJA-3600,S-0001,0,PC
3,FIXED GOODS,S-GRECH-RAJA5200,GRECH Amphibious Eco Pump RAJA-5200,S-0001,0,PC
4,FIXED GOODS,S-GRECH-RAJA6000,GRECH Amphibious Eco Pump RAJA-6000,S-0001,0,PC
5,FIXED GOODS,S-GRECH-RAJA8000,GRECH Amphibious Eco Pump RAJA-8000,S-0001,0,PC
6,FIXED GOODS,S-GRECH-RAJA10000,GRECH Amphibious Eco Pump RAJA-10000,S-0001,1,PC
7,FIXED GOODS,S-GRECH-RAJA12000,GRECH Amphibious Eco Pump RAJA-12000,S-0001,0,PC
8,FIXED GOODS,S-GRECH-RAJA14000,GRECH Amphibious Eco Pump RAJA-14000,S-0001,0,PC
9,FIXED GOODS,S-GRECH-RAJA16000,GRECH Amphibious Eco Pump RAJA-16000,S-0001,1,PC
10,FIXED GOODS,S-GRECH-CEF16000,GRECH CEF Frequency Conversion Fish Pond Pump CEF-16000,S-0001,0,PC
11,FIXED GOODS,S-GRECH-CEF22000,GRECH CEF Frequency Conversion Fish Pond Pump CEF-22000,S-0001,0,PC
12,FIXED GOODS,S-GRECH-CEF26000,GRECH CEF Frequency Conversion Fish Pond Pump CEF-26000,S-0001,2,PC
13,FIXED GOODS,S-GRECH-KOI7000,GRECH Frequency Variation Pump KOI-7000,S-0001,2,PC
14,FIXED GOODS,S-GRECH-HF500UV,GRECH Hang On Back Filter HF-500UV,S-0001,0,PC
15,FIXED GOODS,V-GRECH-HF600UV,GRECH Hang On Back Filter HF-600UV,V-0001,0,PC
16,FIXED GOODS,S-JETEPE-JTP5800,JETEPE Frequency Variation Pump JTP-5800,S-0001,1,PC
17,FIXED GOODS,V-JETEPE-JTP5800,JETEPE Frequency Variation Pump JTP-5800,V-0001,0,PC
18,FIXED GOODS,S-JETEPE-JTP9000,JETEPE Frequency Variation Pump JTP-9000,S-0001,1,PC
19,FIXED GOODS,V-JETEPE-JTP9000,JETEPE Frequency Variation Pump JTP-9000,V-0001,1,PC
20,FIXED GOODS,S-JETEPE-JTP12000,JETEPE Frequency Variation Pump JTP-12000,S-0001,0,PC
21,FIXED GOODS,V-JETEPE-JTP12000,JETEPE Frequency Variation Pump JTP-12000,V-0001,0,PC
22,FIXED GOODS,S-JETEPE-JTP16000,JETEPE Frequency Variation Pump JTP-16000,S-0001,0,PC
23,FIXED GOODS,V-JETEPE-JTP16000,JETEPE Frequency Variation Pump JTP-16000,V-0001,0,PC
24,FIXED GOODS,S-JETEPE-JTP5800UV,JETEPE Frequency Variation Pump JTP-5800+UV,S-0001,3,PC
25,FIXED GOODS,V-JETEPE-JTP5800UV,JETEPE Frequency Variation Pump JTP-5800+UV,V-0001,1,PC
26,FIXED GOODS,S-JETEPE-JTP9000UV,JETEPE Frequency Variation Pump JTP-9000+UV,S-0001,1,PC
27,FIXED GOODS,S-PUMPA-LW602B,PUMPA External Filter LW602B,S-0001,0,PC
28,FIXED GOODS,S-PUMPA-CTP3000,PUMPA Low Watt Submersible Pump CTP 3000,S-0001,0,PC
29,FIXED GOODS,S-PUMPA-CTP6000,PUMPA Low Watt Submersible Pump CTP 6000,S-0001,0,PC
30,FIXED GOODS,S-PUMPA-CTP7000,PUMPA Low Watt Submersible Pump CTP 7000,S-0001,0,PC
31,FIXED GOODS,S-PUMPA-CTP8000,PUMPA Low Watt Submersible Pump CTP 8000,S-0001,0,PC
32,FIXED GOODS,S-PUMPA-CTP10000,PUMPA Low Watt Submersible Pump CTP 10000,S-0001,0,PC
33,FIXED GOODS,S-PUMPA-CTP12000,PUMPA Low Watt Submersible Pump CTP 12000,S-0001,0,PC
34,FIXED GOODS,S-PUMPA-CTP16000,PUMPA Low Watt Submersible Pump CTP 16000,S-0001,0,PC
35,FIXED GOODS,S-PUMPA-HF501,PUMPA Hang On Filter HF 501,S-0001,0,PC
36,FIXED GOODS,S-PUMPA-HF701,PUMPA Hang On Filter HF 701,S-0001,0,PC
37,FIXED GOODS,S-PUMPA-JTP2000,PUMPA Frequency Variation Pump JTP-2000,S-0001,1,PC
38,FIXED GOODS,S-PUMPA-JTP2500,PUMPA Frequency Variation Pump JTP-2500,S-0001,0,PC
39,FIXED GOODS,V-PUMPA-JTP2500,PUMPA Frequency Variation Pump JTP-2500,V-0001,0,PC
40,FIXED GOODS,S-PUMPA-JTP3000,PUMPA Frequency Variation Pump JTP-3000,S-0001,0,PC
41,FIXED GOODS,S-PUMPA-JTP5800,PUMPA Frequency Variation Pump JTP-5800,S-0001,3,PC
42,FIXED GOODS,V-PUMPA-JTP5800,PUMPA Frequency Variation Pump JTP-5800,V-0001,0,PC
43,FIXED GOODS,S-PUMPA-JY02,PUMPA Surface Skimmer JY-02,S-0001,0,PC
44,FIXED GOODS,S-PUMPA-JY03,PUMPA Surface Skimmer JY-03,S-0001,0,PC
45,FIXED GOODS,V-PUMPA-LW602B,PUMPA External Filter LW 602B,V-0001,0,PC
46,FIXED GOODS,S-PUMPA-LW603B,PUMPA External Filter LW 603B,S-0001,0,PC
47,FIXED GOODS,S-PUMPA-LW302,PUMPA External Filter LW 302,S-0001,0,PC
48,FIXED GOODS,S-PUMPA-LW303,PUMPA External Filter LW 303,S-0001,0,PC
49,FIXED GOODS,S-PUMPA-LW303UV,PUMPA External Filter LW 303 + UV,S-0001,0,PC
50,FIXED GOODS,S-PUMPA-LW304,PUMPA External Filter LW 304,S-0001,0,PC
51,FIXED GOODS,S-PUMPA-LW304UV,PUMPA External Filter LW 304 + UV,S-0001,0,PC
52,FIXED GOODS,S-PUMPA-MINI200L,PUMPA Micro Internal Filter Submersible Pump MINI 200L,S-0001,0,PC
53,FIXED GOODS,S-PUMPA-MINI300L,PUMPA Micro Internal Filter Submersible Pump MINI 300L,S-0001,0,PC
54,FIXED GOODS,S-PUMPA-P101,PUMPA Multi-Function Submersible Pump P-101,S-0001,0,PC
55,FIXED GOODS,S-PUMPA-P102,PUMPA Multi-Function Submersible Pump P-102,S-0001,1,PC
56,FIXED GOODS,S-PUMPA-P103,PUMPA Multi-Function Submersible Pump P-103,S-0001,2,PC
57,FIXED GOODS,S-PUMPA-P104,PUMPA Multi-Function Submersible Pump P-104,S-0001,2,PC
58,FIXED GOODS,V-PUMPA-P104,PUMPA Multi-Function Submersible Pump P-104,V-0001,1,PC
59,FIXED GOODS,S-PUMPA-P105,PUMPA Multi-Function Submersible Pump P-105,S-0001,0,PC
60,FIXED GOODS,S-PUMPA-P106,PUMPA Multi-Function Submersible Pump P-106,S-0001,0,PC
61,FIXED GOODS,S-PUMPA-P107,PUMPA Multi-Function Submersible Pump P-107,S-0001,0,PC
62,FIXED GOODS,V-PUMPA-P107,PUMPA Multi-Function Submersible Pump P-107,V-0001,0,PC
63,FIXED GOODS,S-PUMPA-P108,PUMPA Multi-Function Submersible Pump P-108,S-0001,1,PC
64,FIXED GOODS,S-PUMPA-P1500,PUMPA Submersible Pump P-1500,S-0001,0,PC
65,FIXED GOODS,V-PUMPA-P1500,PUMPA Submersible Pump P-1500,V-0001,0,PC
66,FIXED GOODS,S-PUMPA-P2500,PUMPA Submersible Pump P-2500,S-0001,1,PC
67,FIXED GOODS,S-PUMPA-P3500,PUMPA Submersible Pump P-3500,S-0001,11,PC
68,FIXED GOODS,V-PUMPA-P3500,PUMPA Submersible Pump P-3500,V-0001,1,PC
69,FIXED GOODS,S-PUMPA-P4500,PUMPA Submersible Pump P-4500,S-0001,0,PC
70,FIXED GOODS,S-PUMPA-WP103,PUMPA Bottom Section Pump WP 103,S-0001,0,PC
71,FIXED GOODS,S-PUMPA-WP104,PUMPA Bottom Section Pump WP 104,S-0001,0,PC
72,FIXED GOODS,S-PUMPA-WP105,PUMPA Bottom Section Pump WP 105,S-0001,0,PC
73,FIXED GOODS,S-PUMPA-WP106,PUMPA Bottom Section Pump WP 106,S-0001,0,PC
74,FIXED GOODS,S-PUMPA-WP107,PUMPA Bottom Section Pump WP 107,S-0001,0,PC
75,FIXED GOODS,S-PUMPA-WP1000,PUMPA Bottom Section Pump WP 1000,S-0001,0,PC
76,FIXED GOODS,S-PUMPA-WP1500,PUMPA Bottom Section Pump WP 1500,S-0001,3,PC
77,FIXED GOODS,S-PUMPA-WP2500,PUMPA Bottom Section Pump WP 2500,S-0001,1,PC
78,FIXED GOODS,S-PUMPA-WP3000,PUMPA Bottom Section Pump WP 3000,S-0001,0,PC
79,FIXED GOODS,S-PUMPA-WP3500,PUMPA Bottom Section Pump WP 3500,S-0001,0,PC
80,FIXED GOODS,S-PUMPA-WP4500,PUMPA Bottom Section Pump WP 4500,S-0001,0,PC
81,FIXED GOODS,S-PROPAM-AIR101,PROPAM Air Pump AIR 101,S-0001,1,PC
82,FIXED GOODS,S-PROPAM-AIR202,PROPAM Air Pump AIR 102,S-0001,0,PC
83,FIXED GOODS,S-PROPAM-AIR404,PROPAM Air Pump AIR 404,S-0001,1,PC
84,FIXED GOODS,S-PROPAM-JTP3800,PROPAM Frequenscy Variation Pump JTP 3800,S-0001,1,PC
85,FIXED GOODS,S-PROPAM-JTP4800,PROPAM Frequenscy Variation Pump JTP 4800,S-0001,7,PC
86,FIXED GOODS,S-PROPAM-JTP5800,PROPAM Frequenscy Variation Pump JTP 5800,S-0001,0,PC
87,FIXED GOODS,V-PROPAM-JTP5800,PROPAM Frequenscy Variation Pump JTP 5800,V-0001,0,PC
88,FIXED GOODS,S-PROPAM-JTP7000,PROPAM Frequenscy Variation Pump JTP 7000,S-0001,2,PC
89,FIXED GOODS,V-PROPAM-JTP7000,PROPAM Frequenscy Variation Pump JTP 7000,V-0001,0,PC
90,FIXED GOODS,S-PROPAM-JTP8000,PROPAM Frequenscy Variation Pump JTP 8000,S-0001,1,PC
91,FIXED GOODS,S-PROPAM-JTP9000,PROPAM Frequenscy Variation Pump JTP 9000,S-0001,10,PC
92,FIXED GOODS,S-PROPAM-JTP10000,PROPAM Frequenscy Variation Pump JTP 10000,S-0001,10,PC
93,FIXED GOODS,S-PROPAM-JTP12000,PROPAM Frequenscy Variation Pump JTP 12000,S-0001,3,PC
94,FIXED GOODS,S-PROPAM-JTP16000,PROPAM Frequenscy Variation Pump JTP 16000,S-0001,0,PC
95,FIXED GOODS,S-PROPAM-JTP7000UV,PROPAM Frequency Variation Pump JTP 7000+UV,S-0001,0,PC
96,FIXED GOODS,S-PROPAM-JTP8000UV,PROPAM Frequency Variation Pump JTP 8000+UV,S-0001,0,PC
97,FIXED GOODS,S-PROPAM-JTP9000UV,PROPAM Frequency Variation Pump JTP 9000+UV,S-0001,0,PC
98,FIXED GOODS,S-PROPAM-PP101,PROPAM Submersible Pump PP 101,S-0001,0,PC
99,FIXED GOODS,S-PROPAM-PP102,PROPAM Submersible Pump PP 102,S-0001,0,PC
100,FIXED GOODS,S-PROPAM-PP103,PROPAM Submersible Pump PP 103,S-0001,5,PC
101,FIXED GOODS,S-PROPAM-PP104,PROPAM Submersible Pump PP 104,S-0001,5,PC
102,FIXED GOODS,S-PROPAM-PP105,PROPAM Submersible Pump PP 105,S-0001,0,PC
103,FIXED GOODS,S-PROPAM-PP106,PROPAM Submersible Pump PP 106,S-0001,0,PC
104,FIXED GOODS,S-PROPAM-PP107,PROPAM Submersible Pump PP 107,S-0001,0,PC
105,FIXED GOODS,S-PROPAM-PP108,PROPAM Submersible Pump PP 108,S-0001,0,PC
106,FIXED GOODS,S-PROPAM-WM110,Propam Wave maker WM110,S-0001,6,PC
107,FIXED GOODS,S-PROPAM-WM120,Propam Wave maker WM120,S-0001,1,PC
108,FIXED GOODS,S-PROPAM-WM200,Propam Wave maker WM200,S-0001,2,PC
109,FIXED GOODS,S-PROPAM-WM201,Propam Wave maker WM201,S-0001,1,PC
110,FIXED GOODS,S-PROPAM-WM402,Propam Wave maker WM402,S-0001,2,PC
111,FIXED GOODS,S-SUNSUN-YT818,SUNSUN AC/DC Air Pump YT 818,S-0001,1,PC
112,FIXED GOODS,V-SUNSUN-YT818,SUNSUN AC/DC Air Pump YT 818,V-0001,3,PC
113,FIXED GOODS,S-SUNSUN-YT838,SUNSUN AC/DC Air Pump YT 838,S-0001,0,PC
114,FIXED GOODS,S-SUNSUN-YT858,SUNSUN AC/DC Air Pump YT 858,S-0001,0,PC
115,FIXED GOODS,S-SUNSUN-YT888,SUNSUN AC/DC Air Pump YT 888,S-0001,0,PC
116,FIXED GOODS,S-SUNSUN-HT100,SUNSUN Aquarium Glass Heater HT 100,S-0001,1,PC
117,FIXED GOODS,V-SUNSUN-HT100,SUNSUN Aquarium Glass Heater HT 100,V-0001,0,PC
118,FIXED GOODS,S-SUNSUN-HT200,SUNSUN Aquarium Glass Heater HT 200,S-0001,0,PC
119,FIXED GOODS,V-SUNSUN-HT200,SUNSUN Aquarium Glass Heater HT 200,V-0001,0,PC
120,FIXED GOODS,S-SUNSUN-HW602B,SUNSUN External Filter HW-602B,S-0001,0,PC
121,FIXED GOODS,S-SUNSUN-EX350,SUNSUN External Filter EX-350,S-0001,0,PC
122,FIXED GOODS,S-SUNSUN-EX1400UV,SUNSUN Outside Filter EX 1400 Plus UV,S-0001,0,PC
123,FIXED GOODS,S-SUNSUN-EX2000UV,SUNSUN Outside Filter EX 2000 Plus UV,S-0001,0,PC
124,FIXED GOODS,V-SUNSUN-HJ111B,SUNSUN Submersible Filtration pump HJ-111B,V-0001,4,PC
125,FIXED GOODS,S-SUNSUN-HJ311B,SUNSUN Submersible Filtration pump HJ-311B,S-0001,0,PC
126,FIXED GOODS,V-SUNSUN-HJ311B,SUNSUN Submersible Filtration pump HJ-311B,V-0001,0,PC
127,FIXED GOODS,S-SUNSUN-HJ411B,SUNSUN Submersible Filtration pump HJ-411B,S-0001,1,PC
128,FIXED GOODS,V-SUNSUN-HJ411B,SUNSUN Submersible Filtration pump HJ-411B,V-0001,0,PC
129,FIXED GOODS,S-SUNSUN-VC01DC,SUNSUN DC Multi-Function Gravel Cleaner VC-01DC,S-0001,0,PC
130,FIXED GOODS,S-SUNSUN-JTP1800,SUNSUN Frequency Variation Pump JTP-1800,S-0001,2,PC
131,FIXED GOODS,S-SUNSUN-RPS1800,SUNSUN Frequency Variation Pump RPS-1800,S-0001,0,PC
132,FIXED GOODS,S-SUNSUN-RPS2800,SUNSUN Frequency Variation Pump RPS-2800,S-0001,0,PC
133,FIXED GOODS,S-SUNSUN-RPS3800,SUNSUN Frequency Variation Pump RPS-3800,S-0001,0,PC
134,FIXED GOODS,S-SUNSUN-RPS4800,SUNSUN Frequency Variation Pump RPS-4800,S-0001,0,PC
135,FIXED GOODS,S-SUNSUN-RPS5800,SUNSUN Frequency Variation Pump RPS-5800,S-0001,1,PC
136,FIXED GOODS,V-SUNSUN-RPS5800,SUNSUN Frequency Variation Pump RPS-5800,V-0001,1,PC
137,FIXED GOODS,S-SUNSUN-RPS10000,SUNSUN Frequency Variation Pump RPS-10000,S-0001,0,PC
138,FIXED GOODS,S-SUNSUN-RPS12000,SUNSUN Frequency Variation Pump RPS-12000,S-0001,1,PC
139,FIXED GOODS,S-SUNSUN-RPS16000,SUNSUN Frequency Variation Pump RPS-16000,S-0001,0,PC
140,FIXED GOODS,S-SUNSUN-HF300,SUNSUN Hang On Filter HF 300,S-0001,0,PC
141,FIXED GOODS,S-SUNSUN-HF400,SUNSUN Hang On Filter HF 400,S-0001,0,PC
142,FIXED GOODS,S-SUNSUN-HF600,SUNSUN Hang On Filter HF 600,S-0001,0,PC
143,FIXED GOODS,S-SUNSUN-RPS101,SUNSUN Multi-Function Submersible Pump RPS-101,S-0001,0,PC
144,FIXED GOODS,S-SUNSUN-RPS102,SUNSUN Multi-Function Submersible Pump RPS-102,S-0001,0,PC
145,FIXED GOODS,S-SUNSUN-RPS103,SUNSUN Multi-Function Submersible Pump RPS-103,S-0001,0,PC
146,FIXED GOODS,S-SUNSUN-RPS104,SUNSUN Multi-Function Submersible Pump RPS-104,S-0001,0,PC
147,FIXED GOODS,S-SUNSUN-RPS105,SUNSUN Multi-Function Submersible Pump RPS-105,S-0001,0,PC
148,FIXED GOODS,S-SUNSUN-RPS106,SUNSUN Multi-Function Submersible Pump RPS-106,S-0001,0,PC
149,FIXED GOODS,S-SUNSUN-JP092,SUNSUN Submersible Filter Pump JP-092,S-0001,0,PC
150,FIXED GOODS,S-SUNSUN-RAJAH55,SUNSUN Submersible Pump Both For Fresh And Sea Water RAJA H55,S-0001,0,PC
151,FIXED GOODS,S-SUNSUN-RJ1000L,SUNSUN Submersible Pump RJ-1000L,S-0001,5,PC
152,FIXED GOODS,S-SUNSUN-RJ1500L,SUNSUN Submersible Pump RJ-1500L,S-0001,0,PC
153,FIXED GOODS,S-SUNSUN-RJ2500L,SUNSUN Submersible Pump RJ-2500L,S-0001,0,PC
154,FIXED GOODS,S-SUNSUN-RJ3500L,SUNSUN Submersible Pump RJ-3500L,S-0001,0,PC
155,FIXED GOODS,S-SUNSUN-RJ4500L,SUNSUN Submersible Pump RJ-4500L,S-0001,3,PC
156,FIXED GOODS,S-SUNSUN-RPS600,SUNSUN Submersible Pump RPS-600,S-0001,1,PC
157,FIXED GOODS,V-SUNSUN-RPS600,SUNSUN Submersible Pump RPS-600,V-0001,0,PC
158,FIXED GOODS,S-SUNSUN-RPS1000,SUNSUN Submersible Pump RPS-1000,S-0001,0,PC
159,FIXED GOODS,S-SUNSUN-SS02,SUNSUN Surface Skimmer SS-02 (SURGA PET SHOP),S-0001,2,PC
160,FIXED GOODS,V-SUNSUN-SS02,SUNSUN Surface Skimmer SS-02,V-0001,0,PC
161,FIXED GOODS,S-SUNSUN-WM2500S,SUNSUN Wave Maker WM-2500S,S-0001,0,PC
162,FIXED GOODS,S-SUNSUN-WM5000S,SUNSUN Wave Maker WM-5000S,S-0001,0,PC
163,FIXED GOODS,S-SUNSUN-WM10000S,SUNSUN Wave Maker WM-10000S,S-0001,0,PC
164,FIXED GOODS,S-YUTING-YT301C,YUTING Aquarium Air Pump YT-301C,S-0001,1,PC
165,FIXED GOODS,S-YUTING-YT302C,YUTING Aquarium Air Pump YT-302C,S-0001,0,PC
166,FIXED GOODS,S-YUTING-ACO005,YUTING Magnetic Vibration Air Pump ACO-005,S-0001,0,PC
167,FIXED GOODS,S-YUTING-ACO012,YUTING Magnetic Vibration Air Pump ACO-012,S-0001,0,PC
168,FIXED GOODS,S-YUTING-YT304,YUTING Magnetic Vibration Air Pump YT-304,S-0001,0,PC
169,FIXED GOODS,S-SHIRUBA-K505,AERATOR BATERAI SHIRUBA K505,S-0001,0,PC
170,FIXED GOODS,S-SHIRUBA-K808,AERATOR BATERAI SHIRUBA K808,S-0001,0,PC
171,FIXED GOODS,V-AERATOR-2LUBANG,Paket Aerator / Airpump Gratis Selang 2 Lubang RC-410,V-0001,0,PC
172,FIXED GOODS,V-AERATOR-1LUBANG,"Paket Aerator / Airpump Gratis Selang, Dop Selang, Batu Aerator 1 Lubang",V-0001,0,PC
173,FIXED GOODS,V-ARMADA-SP288,Aerator / Airpump ARMADA SP288,V-0001,12,PC
174,FIXED GOODS,V-TAKARI-AT001,Aerator TAKARI Portable Air Pump DC AT001,V-0001,0,PC
175,FIXED GOODS,V-YANG-YY001,Aerator YANG Portable Battery Air Pump YY-001,V-0001,0,PC
176,FIXED GOODS,V-AIRSTONE-BATU2CM,AIRSTONE Batu Aerator AbuAbu 2CM,V-0001,1,PC
177,FIXED GOODS,V-AIRSTONE-BATU3CM,AIRSTONE Batu Aerator AbuAbu 3CM,V-0001,25,PC
178,FIXED GOODS,V-AIRSTONE-BATU5CM,AIRSTONE Batu Aerator AbuAbu 5CM,V-0001,13,PC
179,FIXED GOODS,V-AIRSTONE-BATU3LAYER,AIRSTONE Batu Aerator 3LAYER,V-0001,10,PC
180,FIXED GOODS,V-AIRSTONE-BATU4LAYER,AIRSTONE Batu Aerator 4LAYER,V-0001,21,PC
181,FIXED GOODS,V-AIRSTONE-BATU5LAYER,AIRSTONE Batu Aerator 5LAYER,V-0001,5,PC
182,FIXED GOODS,V-AIRSTONE-BULAT3.6,AIRSTONE Batu Aerator BULAT Bakso Kecil,V-0001,0,PC
183,FIXED GOODS,V-AIRSTONE-PANJANG10,"AIRSTONE Model PANJANG 4"" (10 cm)",V-0001,1,PC
184,FIXED GOODS,V-AIRSTONE-PANJANG15,"AIRSTONE Model PANJANG 6"" (15 cm)",V-0001,1,PC
185,FIXED GOODS,V-AIRSTONE-PANJANG20,"AIRSTONE Model PANJANG 8"" (20 cm)",V-0001,15,PC
186,FIXED GOODS,V-AIRSTONE-PANJANG25,"AIRSTONE Model PANJANG 10"" (25cm)",V-0001,0,PC
187,FIXED GOODS,V-AIRSTONE-PANJANG30,"AIRSTONE Model PANJANG 12"" (30 cm)",V-0001,0,PC
188,FIXED GOODS,V-AQUARIUM-MINI,Aquarium Mini Cupang Kura-Kura Pethome 01,V-0001,0,PC
189,FIXED GOODS,V-AQUARIUM-BOTOL,Aquarium Botol Mini Ikan Cupang,V-0001,3,PC
190,FIXED GOODS,V-FILTER-BIOBALL,Bio Ball Highgrade 3 cm,V-0001,0,PC
191,FIXED GOODS,V-FILTER-BIORING,Bio Ring High Grade,V-0001,0,PC
192,FIXED GOODS,V-FILTER-KALDNESS100,Bio KALDNES K1 100GR,V-0001,6,PC
193,FIXED GOODS,V-CLAYKOI-250,CLAY KOI Calicium Montmorillonite Clay KLAY KOI 250 gr,V-0001,0,PC
194,FIXED GOODS,V-CLAYKOI-800,CLAY KOI Calicium Montmorillonite Clay KLAY KOI 800 gr,V-0001,0,PC
195,FIXED GOODS,V-CLAYKOI-PK5GR,CLAY KOI Permanganas Kalikus PK Khusus untuk Ikan 5 gr,V-0001,0,PC
196,FIXED GOODS,V-AMARA-CLEANER,"Cleaner Pump AMARA, Penyedot Air Aquarium",V-0001,4,PC
197,FIXED GOODS,V-ECOONE-10GRAM,ECO ONE  Bakteri starter Aquarium Aquascape Membuat Bening Air,V-0001,0,PC
198,FIXED GOODS,V-ARMADA-FBMINI,FILTER BOX KOSONG MINI ARMADA,V-0001,10,PC
199,FIXED GOODS,V-ARMADA-FBSDNG,FILTER BOX KOSONG SEDANG ARMADA,V-0001,8,PC
200,FIXED GOODS,V-ARMADA-FBJMB,FILTER BOX KOSONG JUMBO ARMADA,V-0001,4,PC
201,FIXED GOODS,V-SIKAT-SPIRAL,SIKAT PEMBERSIH PIPA SELANG SPIRAL,V-0001,2,PC
202,FIXED GOODS,V-BUNGA-10CM,Bunga Plastik Hias Aquarium 10 CM,V-0001,0,PC
203,FIXED GOODS,V-BIOFILL-HITAM,Busa Biofill Hitam Media Filter Aquarium Aquascape Hidroponik,V-0001,17,PC
204,FIXED GOODS,V-BIOFILL-HITAM11X30X2CM,BUSA BIO FILTER FOAM Ukuran 11X30X2CM,V-0001,124,PC
205,FIXED GOODS,V-BIOFILL-HITAM50X50X2CM,BUSA BIO FILTER FOAM Ukuran 50X50X2CM,V-0001,0,PC
206,FIXED GOODS,V-DOP-SELANG,Dop Tempelan Kaca SELANG Aerator Blower Aquarium Aquascape,V-0001,10,PC
207,FIXED GOODS,V-DOP-PIPA,Dop Tempelan Kaca PIPA/ Selang Spiral Aquarium,V-0001,0,PC
208,FIXED GOODS,V-DOP-SEKATKACA,Dop Tempelan Sekat KACA Aquarium Aquascape,V-0001,5,PC
209,FIXED GOODS,V-CRYSTAL-PELETMINI,Fish Food CRYSTAL cupang berkualitas/pelet ikan cupang,V-0001,0,PC
210,FIXED GOODS,V-HOKKY-PELET100,Fish Food Hokky 100 g (1mm),V-0001,0,PC
211,FIXED GOODS,V-TAKARI-FISHFOOD100-1MM,Fish Food Takari 100 gr,V-0001,21,PC
212,FIXED GOODS,V-TAKARI-FISHFOOD250-1MM,Fish Food Takari 250 gr 1 mm,V-0001,6,PC
213,FIXED GOODS,V-TAKARI-FISHFOOD250-2MM,Fish Food Takari 250 gr 2 mm,V-0001,10,PC
214,FIXED GOODS,V-KYOTO-TW5GR,Fish Food Tubifex Worm 5 gr KYOTO,V-0001,15,PC
215,FIXED GOODS,S-LOUHAN-235GR,Fish Food Louhan Blood Parrot 235gr,S-0001,0,PC
216,FIXED GOODS,V-KYOSAKI-HF501,Filter Gantung Aquarium - Merk KYOSAKI HF501,V-0001,0,PC
217,FIXED GOODS,V-AQURA-FGA,Filter Gantung Aquarium - Hemat Energi - Slim Hanging Filter Merk AQURA,V-0001,0,PC
218,FIXED GOODS,V-GARAM-IKAN500,GARAM IKAN Garam Krosok Ikan Aquarium 500 gr,V-0001,0,PC
219,FIXED GOODS,V-KYOTO-1000L,Internal Filter KYOTO KT 1000L,V-0001,0,PC
220,FIXED GOODS,V-YAMANO-SP1200,Pompa Celup Filter Submersible Pump SP 1200 Low Noise,V-0001,0,PC
221,FIXED GOODS,V-KANDILA-KD25,Heater KANDILA Pemanas Air Aquarium KD 25 W,V-0001,3,PC
222,FIXED GOODS,V-KANDILA-KD50,Heater KANDILA Pemanas Air Aquarium KD 50 W,V-0001,0,PC
223,FIXED GOODS,V-KANDILA-KD100,Heater KANDILA Pemanas Air Aquarium KD 100 W,V-0001,0,PC
224,FIXED GOODS,V-KANDILA-KD150,Heater KANDILA Pemanas Air Aquarium KD 150 W,V-0001,0,PC
225,FIXED GOODS,V-NIKISTAR-LS100,Heater NIKISTAR Pemanas Air Aquarium LS100 100W,V-0001,0,PC
226,FIXED GOODS,V-SOBO-HC25,Heater SOBO Pemanas Air Aquarium 403 Staniless 25 W,V-0001,13,PC
227,FIXED GOODS,V-SOBO-HC50,Heater SOBO Pemanas Air Aquarium 403 Staniless 50 W,V-0001,19,PC
228,FIXED GOODS,V-SOBO-HC100,Heater SOBO Pemanas Air Aquarium 403 Staniless 100 W,V-0001,10,PC
229,FIXED GOODS,V-RECENT-25W,Heater RECENT Pemanas Air Aquarium 304 25 W,V-0001,0,PC
230,FIXED GOODS,V-RECENT-75W,Heater RECENT Pemanas Air Aquarium 304 75 W,V-0001,4,PC
231,FIXED GOODS,V-RECENT-100W,Heater RECENT Pemanas Air Aquarium 304 100 W,V-0001,4,PC
232,FIXED GOODS,V-RECENT-150W,Heater RECENT Pemanas Air Aquarium 304 150 W,V-0001,5,PC
233,FIXED GOODS,V-RECENT-200W,Heater RECENT Pemanas Air Aquarium 304 200 W,V-0001,0,PC
234,FIXED GOODS,V-RECENT-300W,Heater RECENT Pemanas Air Aquarium 304 300 W,V-0001,0,PC
235,FIXED GOODS,V-RECENT-500W,Heater RECENT Pemanas Air Aquarium 304 500 W,V-0001,0,PC
236,FIXED GOODS,V-SEASTAR-150W,Heater SEASTAR penghangat pemanas air aquarium aquascape 150 watt,V-0001,0,PC
237,FIXED GOODS,V-YAMANO-Q350W,Heater YAMANO Pemanas Air Aquarium Q3 50 W,V-0001,0,PC
238,FIXED GOODS,V-YAMANO-Q3100W,Heater YAMANO Pemanas Air Aquarium Q3 100 W,V-0001,0,PC
239,FIXED GOODS,V-HIROYUKI-YEL1-2MM,Hiroyuki Kuning Ukuran 2mm Repack 1kg,V-0001,3,KG
240,FIXED GOODS,V-HIROYUKI-YEL1-5MM,Hiroyuki Kuning Ukuran 5mm Repack 1kg,V-0001,2,KG
241,FIXED GOODS,V-HIROYUKI-YEL1-8MM,Hiroyuki Kuning Ukuran 8mm Repack 1kg,V-0001,1,KG
242,FIXED GOODS,V-HIROYUKI-YEL5-2MM,Hiroyuki Kuning Ukuran 2mm Original 5kg,V-0001,2,KG
