no,type,code,name,parent_code,threshold,unit
609,FIXED GOODS,S-AELIA-LOBELIA-L,Batik AELIA Cewek LOBELIA Size L,S-0001,0,PC
610,FIXED GOODS,S-AELIA-LOBELIA-M,Batik AELIA Cewek LOBELIA Size M,S-0001,0,PC
611,FIXED GOODS,S-AELIA-LOBELIA-S,Batik AELIA Cewek LOBELIA Size S,S-0001,0,PC
612,FIXED GOODS,S-AELIA-LOBELIA-XL,Batik Aelia Cewek Lobelia Size XL,S-0001,0,PC
613,FIXED GOODS,S-AELIA-LUPINE-L,Batik AELIA Cewek LUPINE Size L,S-0001,0,PC
614,FIXED GOODS,S-AELIA-LUPINE-M,Batik AELIA Cewek LUPINE Size M,S-0001,0,PC
615,FIXED GOODS,S-AELIA-LUPINE-S,Batik AELIA Cewek LUPINE Size S,S-0001,0,PC
616,FIXED GOODS,S-AELIA-LUPINE-XL,Batik AELIA Cewek LUPINE Size XL,S-0001,0,PC
617,FIXED GOODS,S-AELIA-MAGNOLIA-L,Batik AELIA Cewek MAGNOLIA Size L,S-0001,0,PC
618,FIXED GOODS,S-AELIA-MAGNOLIA-M,Batik AELIA Cewek MAGNOLIA Size M,S-0001,0,PC
619,FIXED GOODS,S-AELIA-MAGNOLIA-S,Batik AELIA Cewek MAGNOLIA Size S,S-0001,0,PC
620,FIXED GOODS,S-AELIA-MAGNOLIA-XL,Batik AELIA Cewek MAGNOLIA Size XL,S-0001,0,PC
621,FIXED GOODS,S-AELIA-MALLOW-L,Batik AELIA Cewek MALLOW Size L,S-0001,0,PC
622,FIXED GOODS,S-AELIA-MALLOW-M,Batik AELIA Cewek MALLOW Size M,S-0001,0,PC
623,FIXED GOODS,S-AELIA-MALLOW-S,Batik AELIA Cewek MALLOW Size S,S-0001,0,PC
624,FIXED GOODS,S-AELIA-MALLOW-XL,Batik AELIA Cewek MALLOW Size XL,S-0001,0,PC
625,FIXED GOODS,S-AELIA-MARIGOLD-L,Batik AELIA Cewek MARIGOLD Size L,S-0001,1,PC
626,FIXED GOODS,S-AELIA-MARIGOLD-M,Batik AELIA Cewek MARIGOLD Size M,S-0001,0,PC
627,FIXED GOODS,S-AELIA-MARIGOLD-S,Batik AELIA Cewek MARIGOLD Size S,S-0001,0,PC
628,FIXED GOODS,S-AELIA-MARIGOLD-XL,Batik AELIA Cewek MARIGOLD Size XL,S-0001,0,PC
629,FIXED GOODS,S-AELIA-MAYA-L,Batik AELIA Cewek MAYA Size L,S-0001,0,PC
630,FIXED GOODS,S-AELIA-MAYA-M,Batik AELIA Cewek MAYA Size M,S-0001,0,PC
631,FIXED GOODS,S-AELIA-MAYA-S,Batik AELIA Cewek MAYA Size S,S-0001,0,PC
632,FIXED GOODS,S-AELIA-MAYA-XL,Batik AELIA Cewek MAYA Size XL,S-0001,0,PC
633,FIXED GOODS,S-AELIA-MICHELICONIAA-L,Batik AELIA Cewek MICHELIA Size L,S-0001,0,PC
634,FIXED GOODS,S-AELIA-MICHELICONIAA-M,Batik AELIA Cewek MICHELIA Size M,S-0001,0,PC
635,FIXED GOODS,S-AELIA-MICHELICONIAA-S,Batik AELIA Cewek MICHELIA Size S,S-0001,0,PC
636,FIXED GOODS,S-AELIA-MICHELICONIAA-XL,Batik AELIA Cewek MICHELIA Size XL,S-0001,0,PC
637,FIXED GOODS,S-AELIA-NEMOPHILIA-L,Batik AELIA Cewek NEMOPHILA Size L,S-0001,0,PC
638,FIXED GOODS,S-AELIA-NEMOPHILIA-M,Batik AELIA Cewek NEMOPHILA Size M,S-0001,0,PC
639,FIXED GOODS,S-AELIA-NEMOPHILIA-S,Batik AELIA Cewek NEMOPHILA Size S,S-0001,0,PC
640,FIXED GOODS,S-AELIA-NEMOPHILIA-XL,Batik AELIA Cewek NEMOPHILA Size XL,S-0001,0,PC
641,FIXED GOODS,S-AELIA-PEONY-L,Batik AELIA Cewek PEONY Size L,S-0001,0,PC
642,FIXED GOODS,S-AELIA-PEONY-M,Batik AELIA Cewek PEONY Size M,S-0001,0,PC
643,FIXED GOODS,S-AELIA-PEONY-S,Batik AELIA Cewek PEONY Size S,S-0001,0,PC
644,FIXED GOODS,S-AELIA-PEONY-XL,Batik AELIA Cewek PEONY Size XL,S-0001,0,PC
645,FIXED GOODS,S-AELIA-PRIMROSE-L,Batik AELIA Cewek PRIMROSE Size L,S-0001,0,PC
646,FIXED GOODS,S-AELIA-PRIMROSE-M,Batik AELIA Cewek PRIMROSE Size M,S-0001,0,PC
647,FIXED GOODS,S-AELIA-PRIMROSE-S,Batik AELIA Cewek PRIMROSE Size S,S-0001,0,PC
648,FIXED GOODS,S-AELIA-PRIMROSE-XL,Batik AELIA Cewek PRIMROSE Size XL,S-0001,0,PC
649,FIXED GOODS,S-AELIA-PROTEA-L,Batik AELIA Cewek PROTEA Size L,S-0001,0,PC
650,FIXED GOODS,S-AELIA-PROTEA-M,Batik AELIA Cewek PROTEA Size M,S-0001,0,PC
651,FIXED GOODS,S-AELIA-PROTEA-S,Batik AELIA Cewek PROTEA Size S,S-0001,0,PC
652,FIXED GOODS,S-AELIA-PROTEA-XL,Batik AELIA Cewek PROTEA Size XL,S-0001,0,PC
653,FIXED GOODS,S-AELIA-SALVIA-L,Batik AELIA Cewek SALVIA Size L,S-0001,0,PC
654,FIXED GOODS,S-AELIA-SALVIA-M,Batik AELIA Cewek SALVIA Size M,S-0001,0,PC
655,FIXED GOODS,S-AELIA-SALVIA-S,Batik AELIA Cewek SALVIA Size S,S-0001,0,PC
656,FIXED GOODS,S-AELIA-SALVIA-XL,Batik AELIA Cewek SALVIA Size XL,S-0001,0,PC
657,FIXED GOODS,S-AELIA-SHEA-L,Batik AELIA Cewek SHEA Size L,S-0001,0,PC
658,FIXED GOODS,S-AELIA-SHEA-M,Batik AELIA Cewek SHEA Size M,S-0001,0,PC
659,FIXED GOODS,S-AELIA-SHEA-S,Batik AELIA Cewek SHEA Size S,S-0001,0,PC
660,FIXED GOODS,S-AELIA-SHEA-XL,Batik AELIA Cewek SHEA Size XL,S-0001,0,PC
661,FIXED GOODS,S-AELIA-VANDA-L,Batik AELIA Cewek VANDA Size L,S-0001,0,PC
662,FIXED GOODS,S-AELIA-VANDA-M,Batik AELIA Cewek VANDA Size M,S-0001,0,PC
663,FIXED GOODS,S-AELIA-VANDA-S,Batik AELIA Cewek VANDA Size S,S-0001,0,PC
664,FIXED GOODS,S-AELIA-VANDA-XL,Batik AELIA Cewek VANDA Size XL,S-0001,0,PC
665,FIXED GOODS,S-AELIA-VERBENA-L,Batik AELIA Cewek VERBENA Size L,S-0001,0,PC
666,FIXED GOODS,S-AELIA-VERBENA-M,Batik AELIA Cewek VERBENA Size M,S-0001,0,PC
667,FIXED GOODS,S-AELIA-VERBENA-S,Batik AELIA Cewek VERBENA Size S,S-0001,0,PC
668,FIXED GOODS,S-AELIA-VERBENA-XL,Batik AELIA Cewek VERBENA Size XL,S-0001,0,PC
669,FIXED GOODS,S-AELIA-VICTORIANA-L,Batik AELIA Cewek VICTORIANA Size L,S-0001,0,PC
670,FIXED GOODS,S-AELIA-VICTORIANA-M,Batik AELIA Cewek VICTORIANA Size M,S-0001,0,PC
671,FIXED GOODS,S-AELIA-VICTORIANA-S,Batik AELIA Cewek VICTORIANA Size S,S-0001,0,PC
672,FIXED GOODS,S-AELIA-VICTORIANA-XL,Batik AELIA Cewek VICTORIANA Size XL,S-0001,0,PC
673,FIXED GOODS,S-AELIA-VINCA-L,Batik AELIA Cewek VINCA Size L,S-0001,0,PC
674,FIXED GOODS,S-AELIA-VINCA-M,Batik AELIA Cewek VINCA Size M,S-0001,0,PC
675,FIXED GOODS,S-AELIA-VINCA-S,Batik AELIA Cewek VINCA Size S,S-0001,0,PC
676,FIXED GOODS,S-AELIA-VINCA-XL,Batik AELIA Cewek VINCA Size XL,S-0001,0,PC
677,FIXED GOODS,S-AELIA-VIOLA-L,Batik AELIA Cewek VIOLA Size L,S-0001,0,PC
678,FIXED GOODS,S-AELIA-VIOLA-M,Batik AELIA Cewek VIOLA Size M,S-0001,0,PC
679,FIXED GOODS,S-AELIA-VIOLA-S,Batik AELIA Cewek VIOLA Size S,S-0001,0,PC
680,FIXED GOODS,S-AELIA-VIOLA-XL,Batik AELIA Cewek VIOLA Size XL,S-0001,0,PC
681,FIXED GOODS,S-AELIA-VULGARIS-L,Batik AELIA Cewek VULGARIS Size L,S-0001,0,PC
682,FIXED GOODS,S-AELIA-VULGARIS-M,Batik AELIA Cewek VULGARIS Size M,S-0001,0,PC
683,FIXED GOODS,S-AELIA-VULGARIS-S,Batik AELIA Cewek VULGARIS Size S,S-0001,0,PC
684,FIXED GOODS,S-AELIA-VULGARIS-XL,Batik AELIA Cewek VULGARIS Size XL,S-0001,0,PC
685,FIXED GOODS,S-AELIA-ZINNIA-L,Batik AELIA Cewek ZINNIA Size L,S-0001,0,PC
686,FIXED GOODS,S-AELIA-ZINNIA-M,Batik AELIA Cewek ZINNIA Size M,S-0001,0,PC
687,FIXED GOODS,S-AELIA-ZINNIA-S,Batik AELIA Cewek Zinnia Size S,S-0001,0,PC
688,FIXED GOODS,S-AELIA-ZINNIA-XL,Batik AELIA Cewek Zinnia Size XL,S-0001,0,PC
689,FIXED GOODS,S-ARPISA-M,DRESS BALIN ARPISA Size M,S-0001,0,PC
690,FIXED GOODS,S-DUCKBILL-GKB1,GUNTING KUKU BAYI DUCKBILL-1,S-0001,0,PC
691,FIXED GOODS,S-DUCKBILL-GKB2,GUNTING KUKU BAYI DUCKBILL-2,S-0001,0,PC
692,FIXED GOODS,S-RYAN-CDXXXL,CELANA DALAM RYAN XXXL,S-0001,0,PC
693,FIXED GOODS,S-CARTERS-SB(0-3BL),CARTERS SEPATU BAYI 0-3BULAN,S-0001,0,PC
694,FIXED GOODS,S-LYNEA-SIBOT,SIKAT BOTOL BAYI LYNEA,S-0001,0,PC
695,FIXED GOODS,S-NN-KKB(XS),KAOS KAKI BAYI ISI 3 XS,S-0001,0,PC
696,FIXED GOODS,S-NN-PEL(LNGN),PELAMPUNG LENGAN,S-0001,0,PC
697,FIXED GOODS,S-PIGEON-DBS,DOT BOTOL SUSU BAYI PIGEON,S-0001,0,PC
698,FIXED GOODS,S-ICHIGO-MERKUN(XS),CELANA ICHIGO XS MERAH KUNING,S-0001,0,PC
699,AGED GOODS,S-LEMONILO-BUMBUAYAMGR90GR,LEMONILO BUMBU KOMPLIT ALAMI AYAM GORENG LENGKUAS 90 GRAM,S-0001,0,PC
700,AGED GOODS,S-LEMONILO-BUMBUTEPUNGKR104GR,LEMONILO BUMBU KOMPLIT ALAMI TEPUNG KREMES 104 GRAM,S-0001,0,PC
701,AGED GOODS,S-LEMONILO-BUMBUTEPUNGNASGOR48GR,LEMONILO BUMBU KOMPLIT ALAMI NASI GORENG 48 GRAM,S-0001,0,PC
702,AGED GOODS,S-LEMONILO-KALDUJAMUR80GR,LEMONILO KALDU PELEZAT ALAMI JAMUR 80GR,S-0001,0,PC
703,AGED GOODS,S-LEMONILO-KALDUSAPI80GR,LEMONILO KALDU PELEZAT ALAMI SAPI 80GR,S-0001,0,PC
704,AGED GOODS,S-LEMONILO-KALDUAYAM80GR,LEMONILO KALDU PELEZAT AYAM KAMPUNG 80GR,S-0001,0,PC
705,AGED GOODS,S-LEMONILO-KECAPMANIS135ML,LEMONILO KECAP MANIS 135ML,S-0001,0,PC
706,AGED GOODS,S-LEMONILO-VIRGINOIL100ML,LEMONILO 100% ORGANIC EXTRA VIRGIN COCONUT OIL 100ML,S-0001,0,PC
