"code","name","station","cogs","resource_type","resource_code","resource_name","resource_unit","conversion","item_code","item_name","qty"
"F-88","Boba Pudding Cotton Candy","Pantry",0,"item","FO-01-00088-01","Boba Pudding Cotton Candy","PC","PC","FO-01-00088-01","Boba Pudding Cotton Candy",1
"F-89","Boba Pudding Strawberry","Pantry",0,"package","PA-03-003","Sendok Teh ","PCS","100 Pcs","PA-02-00010-01","Sendok Teh Suapi Pcs",1
"F-89","Boba Pudding Strawberry","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-89","Boba Pudding Strawberry","Pantry",0,"item","FO-01-00089-01","Boba Pudding Strawberry","PC","PC","FO-01-00089-01","Boba Pudding Strawberry",1
"F-90","Tiramisu Donut","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-90","Tiramisu Donut","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-90","Tiramisu Donut","Pantry",0,"item","FO-01-00090-01","Tiramisu Donut","PC","PC","FO-01-00090-01","Tiramisu Donut",1
"F-90","Tiramisu Donut","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"KSNJ-L","Kopi Susu Nakoa  With Coffee Jelly - L","Pantry",0,"package","PA-04-002","Cup PP SA 16 oz","PCS","1200 Pcs","PA-01-00002-01","Cup PP SA 16 oz Hansupack",1
"KSNJ-L","Kopi Susu Nakoa  With Coffee Jelly - L","Pantry",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"KSNJ-L","Kopi Susu Nakoa  With Coffee Jelly - L","Pantry",0,"ingridient","BB-16-002","Coffee Jelly","KG","2 Kg","DA-07-00001-01","Coffee�Jelly�NIP�Jar�3.2�Kg",0.01563
"KSNJ-L","Kopi Susu Nakoa  With Coffee Jelly - L","Pantry",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"KSNJ-L","Kopi Susu Nakoa  With Coffee Jelly - L","Pantry",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.12
"KSNJ-L","Kopi Susu Nakoa  With Coffee Jelly - L","Pantry",0,"ingridient","BB-04-001","SKM","KG","0.495 Kg","DA-01-00006-01","Krimer Carnation Putih Kaleng 495 Gram",0.101
"KSNJ-L","Kopi Susu Nakoa  With Coffee Jelly - L","Pantry",0,"item","DA-01-00007-01"," Carnation Coffeemate Kaleng 495 Gram","PC","PC","DA-01-00007-01"," Carnation Coffeemate Kaleng 495 Gram",0.01267
"KSNJ-R","Kopi Susu Nakoa  With Coffee Jelly - R","Pantry",0,"package","PA-04-003","Cup PP SA 12 oz","PCS","1200 Pcs","PA-01-00001-01","Cup PP SA 12 oz Hansupack",1
"KSNJ-R","Kopi Susu Nakoa  With Coffee Jelly - R","Pantry",0,"package","PA-04-004","Sedotan Ungu 6 mm","PCS","500 Pcs","PA-01-00007-01","Sedotan Ungu Lancip 6 mm Hansupack",1
"KSNJ-R","Kopi Susu Nakoa  With Coffee Jelly - R","Pantry",0,"ingridient","BB-16-002","Coffee Jelly","KG","2 Kg","DA-07-00001-01","Coffee�Jelly�NIP�Jar�3.2�Kg",0.0125
"KSNJ-R","Kopi Susu Nakoa  With Coffee Jelly - R","Pantry",0,"ingridient","BB-01-001","Kopi","KG","1 Kg","DA-02-00001-01","Coffee Bean Roasted House Blend CV Arera Pack 1 Kg",0.0095
"KSNJ-R","Kopi Susu Nakoa  With Coffee Jelly - R","Pantry",0,"ingridient","BB-02-001","Susu","LITER","1 Liter","DA-01-00001-01","Susu GreenField ESL Pack 1 Liter",0.1
"KSNJ-R","Kopi Susu Nakoa  With Coffee Jelly - R","Pantry",0,"ingridient","BB-10-001","Es","KG","10 Kg","DA-06-00001-01","Es Tube Sedang Pack",0.04
"KSNJ-R","Kopi Susu Nakoa  With Coffee Jelly - R","Pantry",0,"ingridient","BB-04-001","SKM","KG","0.495 Kg","DA-01-00006-01","Krimer Carnation Putih Kaleng 495 Gram",0.06
"F-91","Strawberry Donut","Pantry",0,"item","FO-01-00091-01","Strawberry Donut","PC","PC","FO-01-00091-01","Strawberry Donut",1
"F-91","Strawberry Donut","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-91","Strawberry Donut","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-91","Strawberry Donut","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-92","Banana Milk Donut","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-92","Banana Milk Donut","Pantry",0,"item","FO-01-00092-01","Banana Milk Donut","PC","PC","FO-01-00092-01","Banana Milk Donut",1
"F-92","Banana Milk Donut","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-92","Banana Milk Donut","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-93","Korean Garlic Cheese Bread","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-93","Korean Garlic Cheese Bread","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-93","Korean Garlic Cheese Bread","Pantry",0,"ingridient","BB-06-001","Sauce Tomato","SACHET","24 Sachet","DA-04-00003-01","Sauce Tomato Del Monte pcs",1
"F-93","Korean Garlic Cheese Bread","Pantry",0,"ingridient","BB-06-002","Sauce Chili ","SACHET","24 Sachet","DA-04-00004-01","Sauce Extra Hot Del Monte pcs",1
"F-93","Korean Garlic Cheese Bread","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-93","Korean Garlic Cheese Bread","Pantry",0,"item","FO-01-00093-01","Korean Garlic Cheese Bread","PC","PC","FO-01-00093-01","Korean Garlic Cheese Bread",1
"F-94","Banana Chips","Pantry",0,"item","FO-01-00094-01","Banana Chips","PC","PC","FO-01-00094-01","Banana Chips",1
"F-94","Banana Chips","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-94","Banana Chips","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-94","Banana Chips","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
