"code","name","station","cogs","resource_type","resource_code","resource_name","resource_unit","conversion","item_code","item_name","qty"
"F-6","Chocolate Bomboloni","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-6","Chocolate Bomboloni","Pantry",0,"item","FO-01-00006-01","Chocolate Bomboloni","PC","#N/A","FO-01-00006-01","Chocolate Bomboloni",1
"F-7","Strawberry Bomboloni","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-7","Strawberry Bomboloni","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-7","Strawberry Bomboloni","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-7","Strawberry Bomboloni","Pantry",0,"item","FO-01-00007-01","Strawberry Bomboloni","PC","#N/A","FO-01-00007-01","Strawberry Bomboloni",1
"F-8","Blueberry Bomboloni","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-8","Blueberry Bomboloni","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-8","Blueberry Bomboloni","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-8","Blueberry Bomboloni","Pantry",0,"item","FO-01-00008-01","Blueberry Bomboloni","PC","#N/A","FO-01-00008-01","Blueberry Bomboloni",1
"F-9","Lemon Bomboloni","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-9","Lemon Bomboloni","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-9","Lemon Bomboloni","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-9","Lemon Bomboloni","Pantry",0,"item","FO-01-00009-01","Lemon Bomboloni","PC","#N/A","FO-01-00009-01","Lemon Bomboloni",1
"F-10","Taro Bomboloni","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-10","Taro Bomboloni","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-10","Taro Bomboloni","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-10","Taro Bomboloni","Pantry",0,"item","FO-01-00010-01","Taro Bomboloni","PC","#N/A","FO-01-00010-01","Taro Bomboloni",1
"F-11","Confetti Cake","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-11","Confetti Cake","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-11","Confetti Cake","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-11","Confetti Cake","Pantry",0,"item","FO-01-00011-01","Confetti Cake","PC","#N/A","FO-01-00011-01","Confetti Cake",1
"F-12","Cinnamon Roll with Cream Cheese","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-12","Cinnamon Roll with Cream Cheese","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-12","Cinnamon Roll with Cream Cheese","Pantry",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.013333
"F-12","Cinnamon Roll with Cream Cheese","Pantry",0,"ingridient","BB-07-009","Powder Cheese Foam","KG","1 Kg","DA-07-00014-01","Foam Cheese Manis NIP Pack 1 Kg",0.005625
"F-12","Cinnamon Roll with Cream Cheese","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-12","Cinnamon Roll with Cream Cheese","Pantry",0,"item","FO-01-00012-01","Cinnamon Roll with Cream Cheese","PC","#N/A","FO-01-00012-01","Cinnamon Roll with Cream Cheese",1
"F-13","Brown Sugar Boba Cheese","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-13","Brown Sugar Boba Cheese","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-13","Brown Sugar Boba Cheese","Pantry",0,"ingridient","BB-16-001","Tapioca Pearl","KG","1 Kg","DA-07-00006-01","Boba Boba King Pack 1 Kg",0.027273
"F-13","Brown Sugar Boba Cheese","Pantry",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.013333
"F-13","Brown Sugar Boba Cheese","Pantry",0,"ingridient","BB-07-009","Powder Cheese Foam","KG","1 Kg","DA-07-00014-01","Foam Cheese Manis NIP Pack 1 Kg",0.005625
"F-13","Brown Sugar Boba Cheese","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-13","Brown Sugar Boba Cheese","Pantry",0,"item","FO-01-00013-01","Brown Sugar Boba Cheese","PC","#N/A","FO-01-00013-01","Brown Sugar Boba Cheese",1
"F-14","Milk Tea Boba Cheese","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-14","Milk Tea Boba Cheese","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-14","Milk Tea Boba Cheese","Pantry",0,"ingridient","BB-16-001","Tapioca Pearl","KG","1 Kg","DA-07-00006-01","Boba Boba King Pack 1 Kg",0.027273
"F-14","Milk Tea Boba Cheese","Pantry",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.013333
"F-14","Milk Tea Boba Cheese","Pantry",0,"ingridient","BB-07-009","Powder Cheese Foam","KG","1 Kg","DA-07-00014-01","Foam Cheese Manis NIP Pack 1 Kg",0.005625
"F-14","Milk Tea Boba Cheese","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-14","Milk Tea Boba Cheese","Pantry",0,"item","FO-01-00014-01","Milk Tea Boba Cheese","PC","#N/A","FO-01-00014-01","Milk Tea Boba Cheese",1
"F-15","Matcha Boba Cheese","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-15","Matcha Boba Cheese","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-15","Matcha Boba Cheese","Pantry",0,"ingridient","BB-16-001","Tapioca Pearl","KG","1 Kg","DA-07-00006-01","Boba Boba King Pack 1 Kg",0.027273
"F-15","Matcha Boba Cheese","Pantry",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.013333
"F-15","Matcha Boba Cheese","Pantry",0,"ingridient","BB-07-009","Powder Cheese Foam","KG","1 Kg","DA-07-00014-01","Foam Cheese Manis NIP Pack 1 Kg",0.005625
"F-15","Matcha Boba Cheese","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-15","Matcha Boba Cheese","Pantry",0,"item","FO-01-00015-01","Matcha Boba Cheese","PC","PC","FO-01-00015-01","Matcha Boba Cheese",1
"F-16","Taro Boba Cheese","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-16","Taro Boba Cheese","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-16","Taro Boba Cheese","Pantry",0,"ingridient","BB-16-001","Tapioca Pearl","KG","1 Kg","DA-07-00006-01","Boba Boba King Pack 1 Kg",0.027273
"F-16","Taro Boba Cheese","Pantry",0,"ingridient","BB-07-001","Simpel Sirup","KG","6 Kg","SI-01-000001-01","Sirup Simple Toffin Botol 750 Ml",0.013333
"F-16","Taro Boba Cheese","Pantry",0,"ingridient","BB-07-009","Powder Cheese Foam","KG","1 Kg","DA-07-00014-01","Foam Cheese Manis NIP Pack 1 Kg",0.005625
"F-16","Taro Boba Cheese","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-16","Taro Boba Cheese","Pantry",0,"item","FO-01-00016-01","Taro Boba Cheese","PC","PC","FO-01-00016-01","Taro Boba Cheese",1
"F-17","Pandan Kaya Cake","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-17","Pandan Kaya Cake","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-17","Pandan Kaya Cake","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-17","Pandan Kaya Cake","Pantry",0,"item","FO-01-00017-01","Pandan Kaya Cake","PC","PC","FO-01-00017-01","Pandan Kaya Cake",1
"F-18","Choco Chewy Almond","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-18","Choco Chewy Almond","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-18","Choco Chewy Almond","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-18","Choco Chewy Almond","Pantry",0,"item","FO-01-00018-01","Choco Chewy Almond","PC","PC","FO-01-00018-01","Choco Chewy Almond",1
"F-19","Choco Chewy Double Choco","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-19","Choco Chewy Double Choco","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-19","Choco Chewy Double Choco","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-19","Choco Chewy Double Choco","Pantry",0,"item","FO-01-00019-01","Choco Chewy Double Choco","PC","PC","FO-01-00019-01","Choco Chewy Double Choco",1
"F-20","Choco Chewy Cheese","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-20","Choco Chewy Cheese","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-20","Choco Chewy Cheese","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-20","Choco Chewy Cheese","Pantry",0,"item","FO-01-00020-01","Choco Chewy Cheese","PC","PC","FO-01-00020-01","Choco Chewy Cheese",1
"F-21","Strawberry Shortcake","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-21","Strawberry Shortcake","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-21","Strawberry Shortcake","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-21","Strawberry Shortcake","Pantry",0,"item","FO-01-00021-01","Strawberry Shortcake","PC","PC","FO-01-00021-01","Strawberry Shortcake",1
"F-22","Original Brownies","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-22","Original Brownies","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-22","Original Brownies","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-22","Original Brownies","Pantry",0,"item","FO-01-00022-01","Original Brownies","PC","PC","FO-01-00022-01","Original Brownies",1
"F-23","Chococheese Brownies","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-23","Chococheese Brownies","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-23","Chococheese Brownies","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-23","Chococheese Brownies","Pantry",0,"item","FO-01-00023-01","Chococheese Brownies","PC","PC","FO-01-00023-01","Chococheese Brownies",1
"F-24","Sugar Roll Croissant","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-24","Sugar Roll Croissant","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-24","Sugar Roll Croissant","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-24","Sugar Roll Croissant","Pantry",0,"item","FO-01-00024-01","Sugar Roll Croissant","PC","PC","FO-01-00024-01","Sugar Roll Croissant",1
"F-25","Butter Croissant","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-25","Butter Croissant","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-25","Butter Croissant","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-25","Butter Croissant","Pantry",0,"item","FO-01-00025-01","Butter Croissant","PC","PC","FO-01-00025-01","Butter Croissant",1
"F-26","Chocolate Croissant","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-26","Chocolate Croissant","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-26","Chocolate Croissant","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-26","Chocolate Croissant","Pantry",0,"item","FO-01-00026-01","Chocolate Croissant","PC","PC","FO-01-00026-01","Chocolate Croissant",1
"F-27","Eclair","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-27","Eclair","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-27","Eclair","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-27","Eclair","Pantry",0,"item","FO-01-00027-01","Eclair","PC","PC","FO-01-00027-01","Eclair",1
"F-28","Boba Pudding Mango","Pantry",0,"package","PA-03-003","Sendok Teh ","PCS","100 Pcs","PA-02-00010-01","Sendok Teh Suapi Pcs",1
"F-28","Boba Pudding Mango","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-28","Boba Pudding Mango","Pantry",0,"item","FO-01-00028-01","Boba Pudding Mango","PC","PC","FO-01-00028-01","Boba Pudding Mango",1
"F-29","Boba Pudding Caramel","Pantry",0,"package","PA-03-003","Sendok Teh ","PCS","100 Pcs","PA-02-00010-01","Sendok Teh Suapi Pcs",1
"F-29","Boba Pudding Caramel","Pantry",0,"item","FO-01-00029-01","Boba Pudding Caramel","PC","PC","FO-01-00029-01","Boba Pudding Caramel",1
"F-29","Boba Pudding Caramel","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-30","Boba Pudding Cappuccino","Pantry",0,"item","FO-01-00030-01","Boba Pudding Cappuccino","PC","PC","FO-01-00030-01","Boba Pudding Cappuccino",1
"F-30","Boba Pudding Cappuccino","Pantry",0,"package","PA-03-003","Sendok Teh ","PCS","100 Pcs","PA-02-00010-01","Sendok Teh Suapi Pcs",1
"F-30","Boba Pudding Cappuccino","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-31","Pizza Roll","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-31","Pizza Roll","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-31","Pizza Roll","Pantry",0,"ingridient","BB-06-001","Sauce Tomato","SACHET","24 Sachet","DA-04-00003-01","Sauce Tomato Del Monte pcs",1
"F-31","Pizza Roll","Pantry",0,"ingridient","BB-06-002","Sauce Chili ","SACHET","24 Sachet","DA-04-00004-01","Sauce Extra Hot Del Monte pcs",1
"F-31","Pizza Roll","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-31","Pizza Roll","Pantry",0,"item","FO-01-00031-01","Pizza Roll","PC","PC","FO-01-00031-01","Pizza Roll",1
"F-32","Choco Pizookie Choco","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-32","Choco Pizookie Choco","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-32","Choco Pizookie Choco","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-32","Choco Pizookie Choco","Pantry",0,"item","FO-01-00032-01","Choco Pizookie Choco","PC","PC","FO-01-00032-01","Choco Pizookie Choco",1
"F-33","Macaroni Bolognese","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-33","Macaroni Bolognese","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-33","Macaroni Bolognese","Pantry",0,"ingridient","BB-06-001","Sauce Tomato","SACHET","24 Sachet","DA-04-00003-01","Sauce Tomato Del Monte pcs",1
"F-33","Macaroni Bolognese","Pantry",0,"ingridient","BB-06-002","Sauce Chili ","SACHET","24 Sachet","DA-04-00004-01","Sauce Extra Hot Del Monte pcs",1
"F-33","Macaroni Bolognese","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-33","Macaroni Bolognese","Pantry",0,"item","FO-01-00033-01","Macaroni Bolognese","PC","PC","FO-01-00033-01","Macaroni Bolognese",1
"F-34","Nakoa Snack","Pantry",0,"item","FO-01-00034-01","Nakoa Snack","PC","PC","FO-01-00034-01","Nakoa Snack",1
"F-35","Oat & Raisin Cookies","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-35","Oat & Raisin Cookies","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-35","Oat & Raisin Cookies","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-35","Oat & Raisin Cookies","Pantry",0,"item","FO-01-00035-01","Oat & Raisin Cookies","PC","PC","FO-01-00035-01","Oat & Raisin Cookies",1
"F-36","Sunny Side Bread","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-36","Sunny Side Bread","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-36","Sunny Side Bread","Pantry",0,"ingridient","BB-06-001","Sauce Tomato","SACHET","24 Sachet","DA-04-00003-01","Sauce Tomato Del Monte pcs",1
"F-36","Sunny Side Bread","Pantry",0,"ingridient","BB-06-002","Sauce Chili ","SACHET","24 Sachet","DA-04-00004-01","Sauce Extra Hot Del Monte pcs",1
"F-36","Sunny Side Bread","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-36","Sunny Side Bread","Pantry",0,"item","FO-01-00036-01","Sunny Side Bread","PC","PC","FO-01-00036-01","Sunny Side Bread",1
"F-37","Hot Cheese Croquette","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-37","Hot Cheese Croquette","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-37","Hot Cheese Croquette","Pantry",0,"ingridient","BB-06-001","Sauce Tomato","SACHET","24 Sachet","DA-04-00003-01","Sauce Tomato Del Monte pcs",1
"F-37","Hot Cheese Croquette","Pantry",0,"ingridient","BB-06-002","Sauce Chili ","SACHET","24 Sachet","DA-04-00004-01","Sauce Extra Hot Del Monte pcs",1
"F-37","Hot Cheese Croquette","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-37","Hot Cheese Croquette","Pantry",0,"item","FO-01-00037-01","Hot Cheese Croquette","PC","PC","FO-01-00037-01","Hot Cheese Croquette",1
"F-38","Cheese Croquette","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-38","Cheese Croquette","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-38","Cheese Croquette","Pantry",0,"ingridient","BB-06-001","Sauce Tomato","SACHET","24 Sachet","DA-04-00003-01","Sauce Tomato Del Monte pcs",1
"F-38","Cheese Croquette","Pantry",0,"ingridient","BB-06-002","Sauce Chili ","SACHET","24 Sachet","DA-04-00004-01","Sauce Extra Hot Del Monte pcs",1
"F-38","Cheese Croquette","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-38","Cheese Croquette","Pantry",0,"item","FO-01-00038-01","Cheese Croquette","PC","PC","FO-01-00038-01","Cheese Croquette",1
"F-39","Vanillaberry Roll","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-39","Vanillaberry Roll","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-39","Vanillaberry Roll","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-39","Vanillaberry Roll","Pantry",0,"item","FO-01-00039-01","Vanillaberry Roll","PC","PC","FO-01-00039-01","Vanillaberry Roll",1
"F-40","Coffee Cake","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-40","Coffee Cake","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-40","Coffee Cake","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-40","Coffee Cake","Pantry",0,"item","FO-01-00040-01","Coffee Cake","PC","PC","FO-01-00040-01","Coffee Cake",1
"F-41","Browcano Cheese Cream","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-41","Browcano Cheese Cream","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-41","Browcano Cheese Cream","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-41","Browcano Cheese Cream","Pantry",0,"item","FO-01-00041-01","Browcano Cheese Cream","PC","PC","FO-01-00041-01","Browcano Cheese Cream",1
"F-42","Browcano Matcha","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-42","Browcano Matcha","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-42","Browcano Matcha","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-42","Browcano Matcha","Pantry",0,"item","FO-01-00042-01","Browcano Matcha","PC","PC","FO-01-00042-01","Browcano Matcha",1
"F-43","Browcano Tiramisu","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-43","Browcano Tiramisu","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-43","Browcano Tiramisu","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-43","Browcano Tiramisu","Pantry",0,"item","FO-01-00043-01","Browcano Tiramisu","PC","PC","FO-01-00043-01","Browcano Tiramisu",1
"F-44","Browcano Peanut","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-44","Browcano Peanut","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-44","Browcano Peanut","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-44","Browcano Peanut","Pantry",0,"item","FO-01-00044-01","Browcano Peanut","PC","PC","FO-01-00044-01","Browcano Peanut",1
"F-45","Browcano Taro","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-45","Browcano Taro","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-45","Browcano Taro","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-45","Browcano Taro","Pantry",0,"item","FO-01-00045-01","Browcano Taro","PC","PC","FO-01-00045-01","Browcano Taro",1
"F-46","Browcano Lemon","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-46","Browcano Lemon","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
"F-46","Browcano Lemon","Pantry",0,"package","PA-01-001","Food Tray","PCS","500 pcs","PA-02-00001-01","Food Tray Eco Pack",1
"F-46","Browcano Lemon","Pantry",0,"item","FO-01-00046-01","Browcano Lemon","PC","PC","FO-01-00046-01","Browcano Lemon",1
"F-47","Corn Mayo Risol","Pantry",0,"package","PA-03-002","Garpu","PCS","50 Pcs","PA-02-00007-01","Garpu Suapi Pcs",1
"F-47","Corn Mayo Risol","Pantry",0,"package","PA-03-001","Pisau","PCS","100 Pcs","PA-02-00008-01","Pisau Suapi Pcs",1
